Depth_m;qt_MPa;fs_kPa;u2_kPa;FR_percent
31,492;1,1304;17,121;602,0;1,514596602972399
31,502;1,12956;13,023;632,8;1,1529268033570594
31,512;1,12486;12,769;659,3;1,135163487011717
31,523;1,12032;11,927;686,6;1,0646065409882892
31,534;1,12738;10,911;711,9;0,967819191399528
31,545;1,14212;11,063;735,6;0,9686372710398206
31,555;1,14888;10,901;754,4;0,9488371283336816
31,566;1,15232;11,042;771,6;0,9582407664537629
31,577;1,15254;11,244;787,7;0,9755843614972148
31,588;1,1505999999999998;11,252;803,0;0,9779245610985574
31,598;1,14312;11,072;815,6;0,9685772272377354
31,609;1,1408;11,608;829,0;1,017531556802244
31,62;1,1393199999999999;11,972;841,6;1,050802232910859
31,631;1,14854;11,945;852,7;1,040016020338865
31,641;1,16744;12,087;862,2;1,0353422873980676
31,652;1,1792999999999998;11,863;871,5;1,0059357245823795
31,663;1,18604;10,907;880,2;0,9196148527874272
31,674;1,19102;10,558;890,1;0,8864670618461487
31,684;1,18934;10,2;896,7;0,8576185111070004
31,695;1,1854799999999999;11,155;902,4;0,9409690589465872
31,705;1,18664;12,033;908,2;1,014039641340255
31,715;1,18796;12,46;914,8;1,0488568638674705
31,726;1,2071599999999998;12,896;920,8;1,0682925212896388
31,737;1,2722799999999999;13,072;926,4;1,0274467884427958
31,747;1,3395599999999999;13,502;927,8;1,0079429066260563
31,758;1,42136;12,836;906,8;0,9030787414870267
31,769;1,50122;12,431;871,1;0,8280598446596766
31,781;1,4887000000000001;12,606;843,5;0,8467790689863639
31,79;1,4161;13,799;840,5;0,9744368335569522
31,801;1,3044799999999999;15,122;842,4;1,1592358640991047
31,812;1,23154;16,316;847,7;1,324845315621092
31,824;1,1978;16,752;864,0;1,3985640340624477
31,833;1,19342;17,169;877,1;1,4386385346315633
31,844;1,2227;16,39;888,5;1,3404759957471173
31,856;1,27592;14,523;894,6;1,1382375070537338
31,867;1,3421399999999999;13,928;890,7;1,0377456897194035
31,876;1,39316;14,652;885,8;1,0517097820781534
31,888;1,3916;15,642;878,0;1,1240298936475999
31,899;1,3604599999999998;16,831;872,3;1,237155079899446
31,91;1,38602;17,792;875,1;1,283675560237226
31,919;1,4618799999999998;19,626;884,4;1,342517853722604
31,93;1,56706;22,006;880,3;1,404285732518219
31,941;1,6301599999999998;24,091;860,8;1,4778303970162439
31,952;1,63398;24,848;839,9;1,5207040477851625
31,962;1,66312;24,708;815,6;1,4856414449949493
31,973;1,68092;25,006;804,6;1,4876377221997477
31,984;1,67712;26,657;810,6;1,5894509635565732
31,995;1,7132800000000001;27,098;806,4;1,5816445648113557
32,005;1,70062;26,004;803,1;1,5290893909280143
32,016;1,64686;25,401;804,3;1,5423897599067318
32,027;1,6223;23,384;806,5;1,4414103433397027
32,038;1,58662;22,256;813,1;1,4027303324047347
32,048;1,5695599999999998;21,591;817,8;1,3756084507760138
32,059;1,5900999999999998;20,052;820,5;1,2610527639771085
32,07;1,57592;18,975;824,6;1,2040585816538911
32,081;1,59704;17,691;830,2;1,1077368131042427
32,091;1,6183400000000001;17,005;836,7;1,0507680709863192
32,102;1,54694;16,418;839,7;1,0613210596403222
32,113;1,4627999999999999;15,608;839,0;1,0669948044845503
32,123;1,40474;15,386;848,7;1,0952916553953045
32,133;1,36592;15,364;864,6;1,1248096521026123
32,144;1,3625399999999999;16,162;882,7;1,1861670116106682
32,155;1,3331;16,259;895,5;1,2196384367264272
32,166;1,3048000000000002;14,658;904,0;1,123390557939914
32,176;1,2866;13,826;913,0;1,0746152650396394
32,187;1,28388;13,415;924,4;1,0448795837617222
32,198;1,2910000000000001;12,665;935,0;0,9810224632068161
32,209;1,3134;12,837;932,0;0,9773869346733669
32,219;1,35828;12,836;921,4;0,945018700120741
32,23;1,39514;12,349;910,7;0,8851441432401049
32,241;1,428;11,766;900,0;0,8239495798319328
32,252;1,4612999999999998;12,181;881,5;0,8335728460959421
32,262;1,4686199999999998;13,033;868,1;0,8874317386389944
32,273;1,4274799999999999;13,22;872,4;0,9261075461652705
32,284;1,3832799999999998;13,244;886,4;0,9574345034989303
32,295;1,34846;13,421;897,3;0,9952835085949898
32,305;1,33242;13,266;907,1;0,995632007925429
32,316;1,3178199999999998;13,739;919,1;1,042555128925043
32,326;1,33022;13,805;931,1;1,0377982589346124
32,337;1,3223799999999999;14,094;941,9;1,065805592946052
32,346;1,3118;13,917;949,0;1,060908675102912
32,357;1,29868;13,221;958,4;1,0180336957526104
32,368;1,27732;11,932;966,6;0,9341433626655812
32,38;1,27712;11,156;975,6;0,8735279378601853
32,39;1,2714999999999999;11,191;982,5;0,8801415650806136
32,4;1,26434;13,221;986,7;1,04568391413702
32,412;1,2687599999999999;14,173;993,8;1,1170749393108232
32,423;1,2669599999999999;13,206;999,8;1,0423375639325632
32,432;1,30272;12,276;1003,6;0,9423360353721443
32,443;1,37974;12,814;1008,7;0,9287257019438444
32,455;1,46994;13,834;999,7;0,9411268487149134
32,466;1,59494;13,627;919,7;0,8543895068153035
32,475;1,66318;14,863;850,9;0,8936495147849299
32,486;1,66902;17,19;820,1;1,029945716648093
32,497;1,60358;17,663;827,9;1,1014729542648325
32,508;1,47984;17,311;849,2;1,1697886257973835
32,518;1,44874;18,128;868,7;1,2512942280878558
32,528;1,50872;19,541;883,6;1,2952038814359192
32,539;1,561;20,249;895,0;1,2971812940422804
32,55;1,5323;19,903;876,5;1,2988970828166808
32,56;1,4666;19,236;848,0;1,3116050729578619
32,571;1,4011200000000001;18,806;840,6;1,3422119447299303
32,582;1,3458199999999998;18,924;859,1;1,4061315777741454
32,593;1,29654;19,795;887,7;1,5267558270473724
32,603;1,27046;19,806;907,3;1,558962895329251
32,614;1,2665;16,554;922,5;1,3070667193051717
32,625;1,25702;13,472;935,1;1,071741101971329
32,636;1,26108;13,025;945,4;1,0328448631331875
32,646;1,26244;13,161;952,2;1,0425049903361743
32,657;1,26178;12,421;958,9;0,9844029862575092
32,668;1,27212;12,16;965,6;0,9558846649687137
32,679;1,30838;11,369;971,9;0,8689371589293629
32,689;1,34022;10,965;971,1;0,8181492590768679
32,7;1,40182;10,709;954,1;0,7639354553366338
32,711;1,41648;11,044;932,4;0,779679204789337
32,721;1,36576;11,772;923,8;0,8619376757263356
32,731;1,3051;12,339;930,5;0,9454447935024137
32,742;1,34064;12,671;948,2;0,9451456021004893
32,753;1,38056;14,534;962,8;1,052761198354291
32,763;1,45062;15,912;963,1;1,0969102866360592
32,774;1,55806;16,285;945,3;1,0452100689318768
32,785;1,66398;15,747;904,9;0,9463455089604442
32,796;1,77136;15,909;861,8;0,8981234757474482
32,806;1,81678;16,921;838,9;0,9313730886513503
32,817;1,84988;18,337;819,4;0,9912534867126517
32,828;1,84918;20,385;800,9;1,1023805146064742
32,839;1,7296;21,444;788,0;1,2398242368177612
32,849;1,581;22,382;785,0;1,415686274509804
32,86;1,48828;22,5;791,4;1,5118122933856533
32,871;1,44214;22,5;810,7;1,5601813970904352
32,881;1,40626;23,585;831,3;1,6771436292008592
32,892;1,4125400000000001;23,616;847,7;1,6718818582128643
32,903;1,4241799999999998;20,502;855,9;1,43956522349703
32,914;1,37342;16,478;852,1;1,199778654745089
32,923;1,3254199999999998;15,059;857,1;1,1361681580178358
32,934;1,27682;13,72;874,1;1,074544571670243
32,944;1,2453599999999998;13,403;891,8;1,076234984261579
32,956;1,2192399999999999;12,288;911,2;1,0078409501000625
32,967;1,2201799999999998;12,107;925,9;0,9922306544935995
32,977;1,2228599999999998;12,612;939,3;1,0313527304842747
32,987;1,21698;12,538;949,9;1,030255221942842
32,999;1,21194;12,149;959,7;1,0024423651335874
33,01;1,22078;12,136;968,9;0,9941185143924376
33,02;1,26726;12,478;976,3;0,9846440351624766
33,031;1,29986;12,635;979,3;0,9720277568353515
33,042;1,34322;12,625;961,1;0,9399055999761766
33,053;1,3795799999999998;12,988;917,9;0,9414459473172996
33,063;1,36112;12,823;900,6;0,9420918067473845
33,074;1,31298;13,486;909,9;1,0271291261100701
33,085;1,28234;14,512;926,7;1,1316811454060545
33,096;1,2681399999999998;15,146;945,7;1,1943476272335865
33,106;1,2591199999999998;15,775;960,6;1,2528591397166275
33,116;1,27006;14,945;975,3;1,1767160606585516
33,126;1,3039399999999999;13,453;984,7;1,031719250885777
33,138;1,3381;11,927;985,5;0,8913384649876689
33,148;1,383;10,066;960,0;0,7278380332610268
33,159;1,3710799999999999;11,156;925,4;0,8136651398897221
33,169;1,35624;12,761;911,2;0,94091016339291
33,181;1,3474;15,483;917,0;1,1491019741724804
33,19;1,38238;19,252;931,9;1,3926706115539866
33,202;1,46798;25,391;949,9;1,7296557173803455
33,213;1,55046;29,219;957,3;1,8845374920991191
33,224;1,72254;30,235;927,7;1,7552567719762675
33,233;1,92468;31,299;848,4;1,6261924060103499
33,245;1,9778799999999999;30,995;754,4;1,567081926102696
33,256;2,0299;30,916;729,5;1,5230306911670524
33,267;1,9993;31,957;726,5;1,5984094433051568
33,275;1,92664;32,912;718,2;1,7082589378399702
33,28;1,8034;33,52;722,0;1,8587113230564494
33,287;1,73902;34,733;725,1;1,9972743269197593
33,294;1,74534;35,631;731,7;2,0414933480009627
33,303;1,7168199999999998;36,104;749,1;2,1029577940611133
33,311;1,66178;36,289;768,9;2,1837427336951944
33,323;1,5970399999999998;33,71;795,2;2,110779942894355
33,333;1,54574;28,8;818,7;1,8631852704853342
33,343;1,57672;24,797;838,6;1,5726952153838352
33,354;1,6834399999999998;22,994;852,2;1,365893646343202
33,365;1,71664;21,031;833,2;1,2251258271973158
33,375;1,65446;21,348;797,3;1,2903303797009296
33,386;1,5720599999999998;21,025;780,3;1,3374171469282345
33,397;1,4318199999999999;20,324;794,1;1,4194521657750279
33,408;1,33818;19,503;820,9;1,457427251939201
33,418;1,3048199999999999;20,625;844,1;1,580677794638341
33,429;1,29726;22,118;866,3;1,7049781847894792
33,439;1,2951;20,743;880,5;1,6016523820554396
33,451;1,30088;16,102;894,4;1,2377775044585202
33,462;1,2937;13,64;908,5;1,0543402643580428
33,472;1,28574;12,415;918,7;0,9655917992751256
33,482;1,28244;12,402;927,2;0,967062786563114
33,494;1,28654;12,186;937,7;0,9471916924464067
33,504;1,3028600000000001;11,885;944,3;0,9122238767020248
33,514;1,3336199999999998;10,846;948,1;0,8132751458436437
33,525;1,34398;10,748;949,9;0,7997142814625217
33,537;1,35114;9,305;950,7;0,6886777091937178
33,548;1,34032;10,391;956,6;0,7752626238510206
33,557;1,31158;12,734;962,9;0,9708900715167966
33,568;1,3176400000000001;15,744;968,2;1,1948635439118422
33,579;1,3699;17,376;979,5;1,2684137528286739
33,59;1,3945999999999998;15,553;993,0;1,1152301735264594
33,6;1,52362;12,653;993,1;0,830456413016369
33,611;1,71998;11,067;949,9;0,6434377143920278
33,621;1,94328;12,731;866,4;0,655129471820839
33,633;2,06234;11,476;756,7;0,5564552886526957
33,643;2,0918;12,671;704,0;0,6057462472511712
33,654;2,0304599999999997;17,47;692,3;0,8603961663859421
33,665;1,8721400000000001;23,892;705,7;1,2761866099757495
33,676;1,74268;29,313;728,4;1,6820644065462391
33,686;1,69668;33,034;748,4;1,9469788056675388
33,696;1,79412;36,549;765,6;2,0371547053708783
33,707;1,94448;37,342;782,4;1,920410598206204
33,718;2,09226;36,446;781,3;1,7419441178438622
33,728;1,99962;35,606;753,1;1,7806383212810435
33,739;1,79738;32,987;731,9;1,8352824667015326
33,75;1,62846;30,939;727,3;1,8998931505839873
33,761;1,51698;30,718;739,9;2,0249442972221123
33,771;1,40082;31,37;764,1;2,2394026355991494
33,782;1,34102;33,077;790,1;2,4665553086456575
33,793;1,3492199999999999;28,609;816,1;2,120410311142735
33,803;1,36832;21,801;836,6;1,5932676566884938
33,814;1,3840400000000002;16,031;855,2;1,1582757723765207
33,825;1,40422;13,053;871,1;0,9295551979034625
33,836;1,41016;12,44;885,8;0,88216939921711
33,846;1,3976799999999998;12,097;898,4;0,8655056951519661
33,857;1,39822;12,55;911,1;0,8975697672755362
33,868;1,39076;12,799;923,8;0,9202881877534584
33,879;1,39026;13,172;936,3;0,9474486786644226
33,888;1,3874199999999999;14,01;947,1;1,009787951737758
33,899;1,3844;14,273;957,0;1,0309881537127996
33,91;1,37414;14,098;965,7;1,0259507764856566
33,921;1,37112;13,345;975,6;0,9732919073458196
33,931;1,38944;12,981;982,2;0,9342612851220635
33,942;1,41038;12,778;986,9;0,9059969653568543
33,953;1,4160199999999998;12,393;990,1;0,8751995028318811
33,964;1,41008;12,244;995,4;0,8683195279700443
33,974;1,40134;12,824;1001,7;0,9151240955085846
33,985;1,3878199999999998;13,57;1009,1;0,977792509115015
33,996;1,3698599999999999;13,535;1019,3;0,9880571737257822
34,007;1,3843999999999999;13,492;1032,0;0,974573822594626
34,017;1,41364;14,074;1038,2;0,9955858634447241
34,028;1,46074;14,045;1038,7;0,9614989662773663
34,039;1,49868;13,497;1033,4;0,9005925214188486
34,051;1,51236;13,974;1011,8;0,9239863524557647
34,06;1,48908;14,303;995,4;0,9605259623391627
34,071;1,43664;13,92;993,2;0,9689274974941532
34,082;1,4228;15,684;1009,0;1,102333427045263
34,093;1,41376;17,671;1028,8;1,249929266636487
34,102;1,43128;18,646;1041,4;1,3027499860264937
34,113;1,50042;18,869;1052,1;1,2575812105943667
34,125;1,54064;18,228;1053,2;1,1831446671513137
34,136;1,5724200000000002;18,011;1042,1;1,145431882067132
34,146;1,61694;18,282;1039,7;1,1306541986715648
34,157;1,5980599999999998;18,449;1020,3;1,1544622855211948
34,168;1,5431000000000001;18,68;995,5;1,2105501911736114
34,179;1,48836;18,918;991,8;1,2710634523905509
34,188;1,4538799999999998;19,982;1004,4;1,3743912840124357
34,199;1,4334799999999999;22,7;1027,4;1,5835588916482968
34,211;1,4262;24,32;1051,0;1,7052306829336699
34,222;1,4736799999999999;21,736;1068,4;1,4749470712773467
34,231;1,59478;20,519;1078,9;1,2866351471676343
34,243;1,68812;15,977;1085,6;0,946437457052816
34,253;1,7851;14,433;1050,5;0,8085261329897486
34,264;1,8401;18,642;1005,5;1,013097114287267
34,274;1,77636;26,557;996,8;1,4950235312661846
34,285;1,68188;38,768;994,4;2,305039598544486
34,296;1,94058;53,979;997,9;2,7815910707108182
34,307;2,3876399999999998;61,23;1008,2;2,564456953309544
34,317;2,86876;65,494;988,8;2,283007292349308
34,328;3,3087400000000002;65,172;798,7;1,9696923904567902
34,339;3,23076;60,72;618,8;1,879433941239832
34,35;2,8728599999999997;59,91;584,3;2,0853783337858443
34,359;2,53524;60,528;581,2;2,3874662753822125
34,371;2,2549799999999998;61,07;579,9;2,7082280108914496
34,382;2,0006999999999997;59,538;583,5;2,9758584495426605
34,393;1,85056;59,515;597,8;3,216053518934809
34,403;1,69852;56,08;617,6;3,3016979488024867
34,414;1,6239400000000002;49,093;644,7;3,0230796704311738
34,425;1,6130799999999998;39,059;675,4;2,4213926153693555
34,435;1,6759199999999999;28,672;704,6;1,710821518926918
34,445;1,71714;21,526;725,7;1,25359609583377
34,456;1,68186;16,833;744,3;1,000856194927045
34,467;1,58178;14,69;763,9;0,9287005778300396
34,478;1,4834;14,449;792,0;0,9740461102871781
34,488;1,41722;14,306;821,1;1,0094410183316633
34,499;1,3913600000000002;15,624;851,8;1,122930082796688
34,51;1,3943599999999998;17,44;881,8;1,2507530336498467
34,521;1,39324;17,501;911,2;1,2561367747121819
34,531;1,4251399999999999;16,197;935,7;1,1365199208498815
34,542;1,5042200000000001;16,201;961,1;1,0770366036882904
34,553;1,58198;16,755;979,9;1,059115791602928
34,564;1,66632;17,836;991,6;1,0703826395890343
34,574;1,73236;18,672;996,8;1,077836015608765
34,585;1,76344;19,592;992,2;1,111010298053804
34,596;1,7126199999999998;20,41;988,1;1,191741308638227
34,607;1,6609800000000001;21,148;999,9;1,2732242411106696
34,617;1,62324;22,491;1021,2;1,3855622089155024
34,627;1,5924599999999998;23,335;1042,3;1,4653429285507957
34,638;1,58592;24,517;1059,6;1,5459165657788538
34,649;1,57394;21,655;1074,7;1,3758466015222948
34,659;1,59136;18,787;1086,8;1,1805625377035993
34,67;1,62074;17,104;1098,7;1,0553204091957993
34,681;1,6368599999999998;16,56;1104,3;1,011693119753675
34,692;1,6415;16,726;1102,5;1,0189460858970454
34,702;1,6543199999999998;16,908;1101,6;1,0220513564485711
34,713;1,6565599999999998;16,945;1092,8;1,0229028830830156
34,724;1,6193799999999998;17,137;1076,9;1,058244513332263
34,735;1,58296;18,766;1079,8;1,18550058118967
34,745;1,55584;19,302;1094,2;1,2406160016454135
34,756;1,56292;19,775;1104,6;1,2652598981393801
34,767;1,60052;19,6;1107,6;1,2246020043485868
34,778;1,6268799999999999;17,724;1104,4;1,0894472856018882
34,788;1,6538599999999999;16,072;1099,3;0,9717872129442637
34,798;1,66008;15,723;1095,4;0,9471230302154113
34,809;1,63008;14,302;1080,4;0,8773802512760109
34,82;1,5972799999999998;14,818;1066,4;0,9277020935590505
34,83;1,5819999999999999;20,463;1075,0;1,2934892541087235
34,841;1,58644;23,71;1097,2;1,4945412369834346
34,851;1,66638;25,44;1116,9;1,526662585964786
34,863;1,7416399999999999;26,92;1133,2;1,5456695987689766
34,873;1,82634;28,031;1121,7;1,5348182704206226
34,884;1,9171200000000002;28,596;980,6;1,4916124186279418
34,894;1,87106;28,934;865,3;1,546396160465191
34,905;1,76672;30,032;823,6;1,699873211374751
34,916;1,7085;31,54;807,5;1,8460637986537898
34,927;1,70078;33,206;828,9;1,9523983113630219
34,937;1,61838;35,188;861,9;2,1742730384705697
34,948;1,5589;35,479;884,5;2,2758996728462377
34,959;1,5207199999999998;28,242;908,6;1,857146614761429
34,97;1,52018;22,425;940,9;1,475154258048389
34,979;1,52314;19,339;965,7;1,269679740535998
34,99;1,5348;17,33;989,0;1,1291373468855876
35,001;1,5438800000000001;15,694;1009,4;1,0165297821074175
35,013;1,53602;15,794;1030,1;1,0282418197679717
35,022;1,5236999999999998;15,235;1043,5;0,9998687405657283
35,033;1,5167599999999999;15,225;1058,8;1,0037843824995385
35,045;1,53496;15,411;1074,8;1,004000104237244
35,056;1,5590600000000001;15,21;1085,3;0,9755878542198504
35,065;1,58452;15,044;1087,6;0,9494357912806402
35,076;1,61822;14,986;1086,1;0,9260792722868336
35,087;1,63122;15,753;1076,1;0,9657189097730534
35,098;1,6159999999999999;15,631;1060,0;0,9672648514851487
35,108;1,58984;16,954;1054,2;1,0663966185276506
35,119;1,59404;20,118;1060,2;1,262076233971544
35,131;1,6089799999999999;23,378;1074,9;1,4529702047259758
35,142;1,64246;25,158;1057,3;1,5317268000438367
35,151;1,6726800000000002;25,909;1048,4;1,5489513834086615
35,161;1,70342;27,211;1052,1;1,597433398692043
35,173;1,7582399999999998;28,451;1006,2;1,6181522431522433
35,184;1,77214;29,115;890,7;1,642928888236821
35,193;1,6658;30,009;839,0;1,8014767679193182
35,205;1,61836;30,282;811,8;1,8711535134333521
35,216;1,5796999999999999;28,976;818,5;1,8342723301892767
35,227;1,5253800000000002;28,783;856,9;1,8869396478254599
35,236;1,5139;29,478;884,5;1,9471563511460466
35,247;1,52634;26,523;911,7;1,7376862298046307
35,258;1,54104;20,745;935,2;1,3461688210559104
35,27;1,5513;16,988;961,5;1,095081544511055
35,279;1,56474;19,146;978,7;1,223589861574447
35,291;1,5939199999999998;24,732;999,6;1,5516462557719335
35,302;1,6047;26,889;1018,5;1,6756403065993644
35,311;1,68386;26,44;1029,3;1,5702017982492606
35,322;1,84096;26,867;1034,8;1,459401616547888
35,333;1,9898999999999998;27,819;1024,5;1,3980099502487564
35,343;2,1092999999999997;28,009;966,5;1,3278812876309678
35,353;2,07718;28,962;890,9;1,3942941873116437
35,364;1,9284;29,524;842,0;1,5310101638664178
35,375;1,7946999999999997;29,4;813,5;1,6381567950075222
35,386;1,703;28,735;815,0;1,6873165002935995
35,397;1,6159999999999999;29,022;850,0;1,7959158415841587
35,407;1,5481;34,128;880,5;2,2045087526645566
35,418;1,54568;26,93;908,4;1,7422752445525596
35,429;1,554;20,711;935,0;1,3327541827541827
35,439;1,57768;21,465;958,4;1,3605420617615738
35,45;1,60732;26,335;981,6;1,6384416295448325
35,461;1,67868;31,92;1003,4;1,9014940310243766
35,471;1,8626;35,17;1018,0;1,888220766670246
35,482;2,10782;37,047;1019,1;1,757597897353664
35,493;2,32508;37,242;1015,4;1,6017513375883838
35,504;2,4176200000000003;37,966;948,1;1,5703874057957825
35,513;2,28966;39,131;838,3;1,7090310351755282
35,524;2,1449000000000003;39,758;759,5;1,8536062287286121
35,535;1,9834999999999998;41,057;742,5;2,06992689689942
35,546;1,83534;43,004;756,7;2,3431080889644424
35,556;1,70806;43,935;780,3;2,572216432678009
35,567;1,62264;41,821;808,2;2,577343095202879
35,578;1,6048399999999998;34,226;834,2;2,13267366217193
35,589;1,60088;26,081;859,4;1,6291664584478536
35,599;1,59472;20,688;878,6;1,297281027390388
35,61;1,5956199999999998;16,419;898,1;1,029004399543751
35,621;1,59448;17,037;917,4;1,0684988209322162
35,632;1,6215799999999998;21,066;937,9;1,2991033436524873
35,642;1,66708;22,855;955,4;1,370960001919524
35,653;1,7961200000000002;26,215;970,6;1,459534997661626
35,664;1,9891999999999999;29,979;981,0;1,5070882766941485
35,675;2,1865;35,535;977,5;1,6252000914703864
35,684;2,38062;42,275;958,1;1,7757979013870335
35,695;2,38878;48,758;878,9;2,0411255954922596
35,706;2,3109800000000003;52,332;774,9;2,264493851093475
35,716;2,29412;54,71;700,6;2,3847924258539224
35,727;2,3114;56,477;677,0;2,4434109197888723
35,738;2,24314;59,711;705,7;2,6619381759497847
35,749;2,12826;61,082;726,3;2,8700440735624406
35,759;1,9827599999999999;54,408;728,8;2,744053743266962
35,77;1,84762;45,226;723,1;2,447797707320769
35,781;1,74612;35,936;735,6;2,058048702265595
35,792;1,62718;29,79;770,9;1,830774714536806
35,801;1,56486;30,408;794,3;1,9431770254208045
35,813;1,5363200000000001;28,486;821,6;1,854171006040408
35,824;1,5288;21,547;849,0;1,409406070120356
35,835;1,5381;23,24;880,5;1,510955074442494
35,844;1,62418;28,028;905,9;1,725670800034479
35,854;1,99588;39,736;929,4;1,990901256588572
35,865;2,57486;49,337;939,3;1,9161041765377536
35,877;3,0587400000000002;53,973;923,7;1,7645501088683575
35,887;3,28484;56,173;814,2;1,7100680702865283
35,898;3,2190000000000003;57,675;660,0;1,79170549860205
35,908;2,98082;58,967;579,1;1,978214048483303
35,919;2,72966;59,001;553,3;2,161477986269352
35,93;2,4625;59,724;562,5;2,4253401015228424
35,94;2,1791;62,358;570,5;2,8616401266577944
35,952;2,00052;63,808;582,6;3,189570711614981
35,963;1,8187799999999998;60,972;603,9;3,352357074522483
35,972;1,6918799999999998;55,693;624,4;3,2917819230678296
35,983;1,6484;42,847;652,0;2,5993084202863384
35,994;1,61972;29,058;683,6;1,7940137801595337
36,005;1,62128;21,522;716,4;1,3274696536070265
36,015;1,6297000000000001;18,576;743,5;1,1398416886543536
36,025;1,6318599999999999;16,911;769,3;1,0363021337614748
36,036;1,63468;16,025;793,4;0,980314189933198
36,047;1,64442;15,287;817,1;0,9296286836696221
36,057;1,6531799999999999;15,279;835,9;0,9242187783544442
36,068;1,62834;15,126;851,7;0,9289214783153396
36,079;1,61444;14,936;867,2;0,925150516587795
36,09;1,6109399999999998;14,755;884,7;0,9159248637441495
36,1;1,60868;14,757;898,4;0,9173359524579157
36,111;1,6080599999999998;14,598;910,3;0,9078019476885193
36,122;1,6052;14,217;921,0;0,8856840269125343
36,133;1,60514;14,026;930,7;0,8738178601243504
36,143;1,6016599999999999;13,856;938,3;0,8651024562016909
36,154;1,6004;13,996;947,0;0,8745313671582103
36,165;1,5851199999999999;14,011;955,6;0,8839078429393358
36,176;1,56698;14,191;964,9;0,9056273851612657
36,186;1,5518999999999998;14,359;974,5;0,925252915780656
36,196;1,54588;14,381;984,4;0,9302791937278444
36,207;1,53562;13,835;993,1;0,9009390343965304
36,218;1,53014;13,265;1000,7;0,8669141385755551
36,228;1,53156;12,924;1007,8;0,8438454908720521
36,239;1,535;13,54;1015,0;0,8820846905537459
36,25;1,5412;13,619;1021,0;0,8836620814949391
36,261;1,54796;13,798;1029,8;0,8913667019819634
36,271;1,5597;13,305;1038,5;0,8530486632044624
36,282;1,561;13,224;1045,0;0,8471492632927611
36,293;1,56222;13,037;1051,1;0,8345175455441615
36,304;1,56064;13,776;1058,2;0,8827147836784908
36,314;1,57474;14,245;1063,7;0,9045937742103457
36,325;1,5999599999999998;14,878;1069,8;0,9298982474561864
36,336;1,60416;15,789;1075,8;0,9842534410532615
36,347;1,5984399999999999;15,8;1082,2;0,9884637521583546
36,357;1,60914;15,788;1090,7;0,981145207999304
36,367;1,6139799999999997;15,959;1099,9;0,9887978785362893
36,378;1,6270399999999998;16,876;1105,2;1,0372209656800082
36,388;1,65896;17,564;1104,8;1,0587355933838067
36,399;1,66974;18,485;1108,7;1,107058583971157
36,41;1,63172;18,426;1113,6;1,1292378594366679
36,422;1,6306399999999999;18,082;1123,2;1,108889761075406
36,431;1,6508399999999999;18,387;1134,2;1,1137966126335683
36,442;1,6647999999999998;19,082;1144,0;1,146203748197982
36,453;1,6829800000000001;19,524;1149,9;1,1600850871668111
36,464;1,7085;19,35;1152,5;1,1325724319578578
36,474;1,7189999999999999;18,688;1145,0;1,0871436881908085
36,485;1,69876;18,763;1128,8;1,1045115260542986
36,496;1,6738;19,14;1129,0;1,1435057951965588
36,507;1,6437;20,237;1148,5;1,2311857394901744
36,517;1,62172;20,588;1163,6;1,269516316010162
36,527;1,61712;20,624;1175,6;1,2753537152468586
36,538;1,61438;20,072;1186,9;1,243325611070504
36,549;1,6188;18,586;1199,0;1,1481344205584383
36,559;1,62608;18,534;1210,4;1,1397963199842567
36,57;1,63304;18,34;1220,2;1,1230588350560917
36,581;1,63964;18,831;1228,2;1,148483813520041
36,592;1,6513399999999998;20,31;1236,7;1,2299102547022418
36,602;1,65828;20,197;1246,4;1,217948717948718
36,613;1,64628;18,867;1226,4;1,1460383409869526
36,624;1,64546;20,531;1207,3;1,2477361953496287
36,635;1,6594399999999998;22,396;1217,2;1,3496119172732972
36,645;1,6818199999999999;24,084;1229,1;1,4320200734918125
36,656;1,7342199999999999;25,767;1241,1;1,485797649663826
36,667;1,77246;26,678;1247,3;1,505139749275019
36,678;1,82578;26,543;1243,9;1,4537896132064105
36,688;1,8548;27,052;1164,0;1,45848609014449
36,698;1,7952000000000001;27,559;1066,0;1,5351492869875223
36,709;1,75194;28,248;1009,7;1,6123839857529367
36,72;1,75322;29,332;1006,1;1,6730358996589134
36,73;1,7015;30,003;1032,5;1,7633264766382601
36,741;1,68348;31,826;1062,4;1,8904887494950937
36,752;1,6748399999999999;31,253;1094,2;1,8660289938143344
36,763;1,68072;28,441;1123,6;1,6921914417630537
36,772;1,6918;24,965;1144,0;1,4756472396264333
36,783;1,6983199999999998;23,169;1161,6;1,3642305337038956
36,794;1,69128;21,69;1176,4;1,2824606215410814
36,806;1,69698;21,574;1194,9;1,271317281287935
36,815;1,69756;21,874;1207,8;1,2885553382501944
36,826;1,6975;22,25;1222,5;1,3107511045655376
36,837;1,7;21,701;1235,0;1,276529411764706
36,848;1,70258;21,675;1247,9;1,2730679321970186
36,856;1,70272;21,374;1258,6;1,2552856605901144
36,868;1,7000799999999998;21,875;1270,4;1,2867041550985836
36,879;1,7066400000000002;21,895;1278,2;1,2829302020344067
36,89;1,7129599999999998;22,074;1284,8;1,288646553334579
36,899;1,7239;22,225;1289,5;1,2892279134520563
36,91;1,72968;22,243;1293,4;1,2859604088617547
36,921;1,73536;22,965;1296,8;1,3233565369721554
36,932;1,7229;23,705;1299,5;1,3758778803180682
