Depth_m;qt_MPa;fs_kPa;u2_kPa;FR_percent
16,519;15,80738;150,37;96,9;0,9512645359319507
16,53;15,8648;152,485;99,0;0,9611529927890676
16,541;15,85836;152,497;101,8;0,961618982038496
16,551;15,821720000000001;151,948;103,6;0,9603759894625868
16,562;15,72998;150,607;104,9;0,9574519484449441
16,573;15,625680000000001;149,29;103,4;0,9554144203644257
16,584;15,38266;148,116;98,3;0,9628763815881001
16,594;15,10424;146,821;96,2;0,9720515563841675
16,605;14,7821;145,269;95,5;0,9827358764992796
16,616;14,46112;142,065;95,6;0,9823927883870683
16,627;14,097399999999999;139,119;97,0;0,9868415452494789
16,637;13,77566;137,224;98,3;0,9961337605602925
16,648;13,51062;136,16;98,1;1,0077997900910545
16,659;13,29664;134,415;93,2;1,0108944816134
16,669;13,21854;132,098;87,7;0,9993388074628514
16,678;13,1565;130,784;87,5;0,9940637707597004
16,69;13,13696;130,301;89,8;0,991865698000146
16,7;13,15044;131,816;92,2;1,0023695024653168
16,712;13,21288;135,092;94,4;1,0224266019217614
16,721;13,30412;137,574;95,6;1,0340706487915023
16,732;13,4015;138,799;97,5;1,0356974965488939
16,744;13,502920000000001;138,072;99,6;1,022534385155211
16,755;13,52122;138,178;101,1;1,0219344112439557
16,764;13,5216;138,552;103,0;1,0246716364927229
16,775;13,46498;139,518;104,9;1,0361545282651736
16,786;13,36626;139,219;106,3;1,0415703420403313
16,797;13,2577;137,364;108,5;1,0361073187656984
16,807;13,10906;136,3;110,3;1,0397389286493464
16,818;12,976320000000001;134,148;111,6;1,0337907819782495
16,829;12,8376;132,195;113,0;1,0297485511310525
16,84;12,713880000000001;130,277;114,4;1,024683259555698
16,85;12,57628;128,683;116,4;1,023219902864758
16,861;12,43466;127,248;118,3;1,0233331671312285
16,872;12,278780000000001;125,725;118,9;1,0239209432858962
16,883;12,08878;124,286;118,9;1,028110363494083
16,893;11,86292;122,966;119,6;1,0365576097621831
16,904;11,6082;121,514;121,0;1,0467945073310245
16,915;11,35846;119,207;122,3;1,0494996680888078
16,926;11,14574;117,553;123,7;1,0546899532915714
16,936;10,953140000000001;116,051;125,7;1,0595226574297414
16,947;10,75354;114,799;127,7;1,0675461289956611
16,958;10,5798;113,879;129,0;1,076381406075729
16,969;10,43408;112,771;130,4;1,0807948568536947
16,979;10,296339999999999;111,101;131,7;1,0790339091366448
16,99;10,2246;109,525;133,0;1,0711910490385932
17,001;10,17986;108,383;134,3;1,0646806537614466
17,012;10,13614;106,911;135,7;1,0547506249913676
17,022;10,1014;105,911;137,0;1,048478428732651
17,033;10,057659999999998;105,877;138,3;1,0527001310443982
17,044;10,03996;105,434;139,8;1,0501436260702233
17,054;10,0112;105,094;141,0;1,0497642640242926
17,065;9,99348;104,703;142,4;1,0477131089470335
17,075;10,001600000000002;104,353;143,0;1,0433630619100942
17,085;10,04586;104,577;144,3;1,0409959923789502
17,097;10,13512;105,066;145,6;1,0366527480681036
17,107;10,24928;106,317;146,4;1,0373118892253892
17,117;10,39052;107,414;147,6;1,0337692435027312
17,129;10,5548;109,038;149,0;1,0330655246901883
17,14;10,69792;109,587;149,6;1,0243767012652927
17,149;10,804920000000001;110,172;149,6;1,0196466054353017
17,161;10,87408;111,115;150,4;1,021833571207863
17,172;10,9162;111,905;151,0;1,0251277917223942
17,184;10,926200000000001;112,468;151,0;1,0293423148029506
17,194;10,90936;113,218;151,8;1,0378060674503364
17,204;10,83046;113,683;152,3;1,0496599405750078
17,216;10,7406;114,041;153,0;1,0617749473958624
17,227;10,6669;114,129;154,5;1,069935970150653
17,236;10,618;114,201;155,0;1,0755415332454321
17,248;10,585;114,307;155,0;1,0798960793575814
17,259;10,57314;114,088;155,7;1,0790361236113395
17,27;10,600420000000002;114,077;157,1;1,0761554730850285
17,28;10,68554;114,601;157,7;1,072486743767746
17,291;10,80354;115,206;157,7;1,066372688951955
17,302;10,962539999999999;116,421;157,7;1,0619892835054652
17,313;11,11854;117,343;157,7;1,0553813720146712
17,323;11,29654;118,843;157,7;1,0520300906295201
17,334;11,47454;120,622;157,7;1,0512142534689846
17,345;11,64554;122,391;157,7;1,0509688687686445
17,356;11,79654;124,017;157,7;1,0512997879039108
17,366;11,88838;125,176;156,9;1,052927312215794
17,377;11,89826;126,245;156,3;1,061037496238946
17,388;11,83126;127,173;156,3;1,074889741244804
17,399;11,73926;127,501;156,3;1,0861076422193563
17,409;11,61826;128,021;156,3;1,1018947759819455
17,421;11,48926;127,868;156,3;1,112935036721251
17,432;11,32326;127,156;156,3;1,1229628216608998
17,443;11,10826;126,356;156,3;1,1374958814431781
17,453;10,8834;125,712;157,0;1,1550802139037433
17,464;10,65054;124,718;157,7;1,1710016581318883
17,475;10,43938;123,237;156,9;1,1805011408723507
17,485;10,254420000000001;121,777;157,1;1,1875561952796938
17,495;10,11054;119,731;157,7;1,1842196361420854
17,506;9,98654;117,512;157,7;1,1767038433731805
17,517;9,875539999999999;115,314;157,7;1,1676728563703858
17,528;9,7787;112,951;158,5;1,1550717375520263
17,538;9,6998;111,074;159,0;1,145116394152457
17,55;9,610800000000001;108,412;159,0;1,1280226411953218
17,561;9,533800000000001;105,756;159,0;1,1092743711846271
17,572;9,466800000000001;104,421;159,0;1,1030231968563822
17,582;9,405660000000001;103,502;158,3;1,100422511551555
17,593;9,34494;102,818;154,7;1,1002531851461863
17,604;9,284740000000001;101,028;148,7;1,088108013794678
17,615;9,218639999999999;99,114;143,2;1,0751477441357946
17,625;9,16574;97,831;138,7;1,0673551726319972
17,636;9,13626;96,168;136,3;1,0525970145332992
17,648;9,1114;94,51;137,0;1,0372719889369362
17,659;9,13368;94,422;138,4;1,0337782799484982
17,669;9,18108;94,854;140,4;1,033146427217713
17,68;9,28048;95,409;142,4;1,0280610485664534
17,691;9,39774;96,712;143,7;1,0290984853805278
17,702;9,48702;97,447;145,1;1,0271613214687016
17,712;9,59112;97,594;145,6;1,017545396158113
17,723;9,66728;97,688;146,4;1,0105014026696235
17,734;9,7574;97,936;147,0;1,0037100047143708
17,746;9,858400000000001;98,395;147,0;0,9980828532013307
17,755;9,977400000000001;98,446;147,0;0,9866899192174313
17,766;10,07652;98,749;147,6;0,9799911080412681
17,778;10,11366;100,019;148,3;0,9889495988593646
17,789;10,08182;101,667;149,1;1,0084191148026844
17,799;9,96992;102,736;149,6;1,030459622544614
17,81;9,82208;103,243;150,4;1,0511317358441388
17,821;9,65634;102,818;151,7;1,0647719529345485
17,832;9,490620000000002;100,769;153,1;1,0617746785773743
17,842;9,35488;98,909;154,4;1,0572984367517275
17,853;9,236;96,76;155,0;1,0476396708531832
17,865;9,13714;94,193;155,7;1,030880560000175
17,876;9,068420000000001;92,907;157,1;1,0245114363913446
17,885;9,03168;92,6;158,4;1,0252799036281177
17,896;9,00894;91,669;159,7;1,0175336943080984
17,907;9,017059999999999;90,828;160,3;1,0072906246603661
17,918;9,04374;90,292;158,7;0,9983922580702232
17,928;9,069939999999999;90,133;154,7;0,9937551957344812
17,939;9,09718;89,86;150,9;0,9877786303008184
17,95;9,073920000000001;90,015;149,6;0,9920188848920861
17,961;9,01492;90,276;149,6;1,001406557129736
17,971;8,94308;90,899;150,4;1,0164171627671899
17,982;8,884319999999999;91,826;151,6;1,0335737569110521
17,994;8,8376;92,843;153,0;1,0505453969403458
18,005;8,804879999999999;94,157;154,4;1,0693728932137634
18,015;8,748140000000001;94,37;155,7;1,0787435957815033
18,026;8,6624;94,288;157,0;1,0884743258219431
18,037;8,56068;94,318;158,4;1,1017582715391767
18,048;8,456800000000001;94,378;159,0;1,1160013243780151
18,058;8,34094;94,138;159,7;1,1286257903785424
18,069;8,2102;93,581;161,0;1,1398138900392196
18,081;8,07648;91,992;162,4;1,1390110543206942
18,092;7,935919999999999;90,696;164,6;1,1428542626437768
18,102;7,78728;89,708;166,4;1,1519811795646233
18,113;7,656540000000001;88,636;167,7;1,1576508448986094
18,124;7,52782;87,468;169,1;1,1619300142670785
18,135;7,4171;85,697;170,5;1,155397662159065
18,145;7,3063400000000005;83,718;171,7;1,1458267751021716
18,156;7,2026200000000005;82,042;173,1;1,139057731769828
18,167;7,09888;80,306;174,4;1,1312488730616659
18,179;6,99016;79,099;175,8;1,1315763873788296
18,189;6,89156;77,512;177,8;1,1247380854262314
18,2;6,78996;75,961;179,8;1,118725294405269
18,211;6,71622;74,214;181,1;1,1049965605653178
18,222;6,6545000000000005;72,719;182,5;1,0927793222631301
18,232;6,61276;71,257;183,8;1,0775682165994231
18,243;6,6100200000000005;70,218;185,1;1,06229633193243
18,254;6,62328;69,436;186,4;1,0483627447427861
18,266;6,6475800000000005;69,214;187,9;1,041190929631535
18,275;6,66768;69,102;188,4;1,0363724713843498
18,286;6,6826799999999995;69,254;188,4;1,036320757540388
18,297;6,68768;69,315;188,4;1,0364580841188573
18,308;6,68068;69,143;188,4;1,0349694941233527
18,318;6,66268;69,238;188,4;1,0391914364790145
18,329;6,62068;69,66;188,4;1,0521577843967689
18,34;6,56382;70,347;189,1;1,0717387131274168
18,351;6,5001;70,697;190,5;1,0876294210858295
18,361;6,40836;70,831;191,8;1,1052905891678995
18,372;6,32762;70,469;193,1;1,1136730713917713
18,383;6,2428799999999995;69,601;194,4;1,1148860782203087
18,395;6,17918;68,278;195,9;1,1049686204318374
18,405;6,139419999999999;67,423;197,1;1,0981982011330063
18,416;6,1627;66,102;198,5;1,0726142762101027
18,427;6,22682;65,022;199,1;1,0442248210161849
18,438;6,33582;64,444;199,1;1,0171374818097738
18,448;6,45682;64,261;199,1;0,9952422399881056
18,459;6,58054;64,604;197,7;0,9817431396207607
18,471;6,66384;65,091;194,2;0,9767791543614491
18,482;6,68616;65,633;190,8;0,9816247292915515
18,492;6,65036;66,436;186,8;0,9989835136744479
18,503;6,59744;67,302;182,2;1,0201229567832373
18,514;6,54492;67,838;179,6;1,0364985362693506
18,525;6,46312;68,359;180,6;1,0576780254737648
18,535;6,42148;68,851;182,4;1,0721983094239957
18,546;6,36974;69,341;183,7;1,088600162644001
18,558;6,34316;70,102;185,8;1,105158942861287
18,569;6,34558;71,018;187,9;1,119172715496456
18,579;6,34582;71,769;189,1;1,130964950156166
18,59;6,33708;71,76;190,4;1,132382737790907
18,601;6,3273399999999995;71,662;191,7;1,132577038692405
18,613;6,3194799999999995;71,167;192,4;1,1261527847227937
18,623;6,32262;70,835;193,1;1,120342516235358
18,634;6,3299;70,099;194,5;1,107426657609125
18,645;6,35514;69,305;195,7;1,0905345908980764
18,657;6,43246;68,74;197,3;1,0686424789271909
18,666;6,546679999999999;68,766;198,4;1,0503950093787997
18,678;6,716819999999999;68,757;199,1;1,0236540505775056
18,688;6,942659999999999;69,357;198,3;0,9989975023982164
18,699;7,22874;70,415;193,7;0,9740978372441119
18,709;7,54148;71,475;187,4;0,9477582649559504
18,72;7,87894;72,994;179,7;0,9264444201885025
18,732;8,201979999999999;74,625;169,9;0,9098412822269746
18,743;8,492500000000001;76,433;162,5;0,9000058875478362
18,753;8,71506;78,269;160,3;0,8980890550380607
18,764;8,883220000000001;80,45;161,1;0,9056400719558898
18,775;9,01248;83,496;162,4;0,9264486578610993
18,786;9,10676;86,014;163,8;0,9445071573204958
18,796;9,179020000000001;88,046;165,1;0,9592091530468394
18,807;9,20126;90,147;166,3;0,9797245159902013
18,819;9,21854;92,236;167,7;1,0005488938595481
18,83;9,21682;93,786;169,1;1,017552691709288
18,84;9,20008;95,069;170,4;1,0333497100025217
18,851;9,18534;95,951;171,7;1,0446102158439425
18,862;9,1626;96,121;173,0;1,0490581276057016
18,874;9,13592;96,492;174,6;1,056182628569427
18,883;9,12116;96,562;175,8;1,0586592056273543
18,894;9,11428;96,742;176,4;1,0614332673562805
18,906;9,09442;96,834;177,1;1,0647627886110385
18,917;9,0527;96,888;178,5;1,0702663293823944
18,927;8,9988;96,542;179,0;1,0728319331466418
18,938;8,94194;95,681;179,7;1,0700250728589096
18,95;8,85708;94,814;180,4;1,0704882421746218
18,96;8,76822;94,207;181,1;1,0744141912497633
18,971;8,69234;93,409;181,7;1,0746128200231468
18,982;8,62234;92,999;181,7;1,0785819162779475
18,993;8,5635;92,545;182,5;1,0806913061248322
19,003;8,5016;92,265;183,0;1,0852663028135878
19,014;8,41776;91,949;183,8;1,0923214726958241
19,025;8,32088;91,441;184,4;1,0989342473392236
19,037;8,19506;91,0;185,3;1,1104250609513537
19,046;8,06114;90,299;185,7;1,1201765507111898
19,058;7,90828;89,555;186,4;1,132420703364069
19,068;7,7574;88,581;187,0;1,141890324077655
19,079;7,60158;87,22;187,9;1,147393041972853
19,089;7,43082;86,386;189,1;1,1625365706611113
19,1;7,28994;85,363;189,7;1,1709698570907305
19,112;7,1830799999999995;84,228;190,4;1,1725889172889625
19,123;7,11438;82,659;191,9;1,161858095856561
19,133;7,06962;80,301;193,1;1,1358602018213144
19,144;7,05974;78,43;193,7;1,1109474286588459
19,155;7,082739999999999;76,694;193,7;1,0828295264262136
19,166;7,1417399999999995;75,786;193,7;1,061169966982836
19,176;7,23534;75,808;191,7;1,047746201284252
19,188;7,318219999999999;75,313;186,1;1,0291163698276358
19,199;7,38644;74,044;177,2;1,0024314825545186
19,21;7,41334;73,217;166,7;0,9876385003250896
19,22;7,403020000000001;72,679;160,1;0,9817479893340826
19,231;7,36454;72,149;157,7;0,9796810119844552
19,242;7,293659999999999;72,157;158,3;0,98931126485194
19,254;7,21212;73,019;160,6;1,0124484894871413
19,264;7,12048;73,715;162,4;1,0352532413545157
19,275;7,0268999999999995;74,036;164,5;1,053608276765003
19,286;6,94642;74,102;167,1;1,0667653265998889
19,297;6,89182;73,95;169,1;1,0730111929795032
19,307;6,8802200000000004;73,919;171,1;1,0743697149219065
19,318;6,902760000000001;73,499;173,8;1,0647769877556224
19,329;6,93014;73,282;175,7;1,057438955057185
19,341;6,95262;73,695;178,1;1,059960130137991
19,35;6,94894;74,332;179,7;1,0696883265649149
19,362;6,93122;74,779;181,1;1,0788721177512761
19,373;6,90648;74,717;182,4;1,0818390844540198
19,384;6,86292;74,727;184,6;1,0888513927016488
19,394;6,81628;74,302;186,4;1,0900667226111604
19,405;6,7996799999999995;73,929;188,4;1,0872423408160385
19,417;6,82724;73,661;191,2;1,0789279415986548
19,428;6,89164;73,477;193,2;1,0661758304264297
19,438;6,9889;73,341;194,5;1,0493926082788418
19,449;7,12016;72,917;195,8;1,0240921552324667
19,459;7,293419999999999;71,92;197,1;0,9860943151498202
19,47;7,4947;71,705;198,5;0,9567427648871869
19,48;7,72696;72,052;199,8;0,9324753848861649
19,491;8,00008;72,79;200,4;0,9098659013409865
19,502;8,30208;73,818;200,4;0,8891506706753005
19,514;8,61092;75,259;199,6;0,8739948809186475
19,524;8,9535;75,958;192,5;0,8483609761545764
19,535;9,271379999999999;77,364;181,9;0,834438886120513
19,546;9,52754;79,231;177,7;0,8315997623730783
19,557;9,7507;81,201;178,5;0,8327709805449864
19,567;9,92896;82,999;179,8;0,835928435606549
19,578;10,10336;85,736;181,8;0,8485889842587021
19,589;10,28676;89,403;183,8;0,8691074740734694
19,6;10,48488;92,472;184,4;0,8819557305376884
19,61;10,70288;94,582;184,4;0,883706067899481
19,621;10,93088;97,19;184,4;0,8891324394742235
19,633;11,10888;100,082;184,4;0,9009189045160269
19,644;11,26488;102,82;184,4;0,9127482938122732
19,654;11,40902;105,454;185,1;0,924303752644837
19,665;11,513280000000002;108,581;186,4;0,9430935406765055
19,676;11,6074;111,776;187,0;0,9629718972379689
19,687;11,64658;113,874;187,9;0,9777462568410641
19,697;11,65182;115,012;189,1;0,9870732640909315
19,708;11,630080000000001;115,19;190,4;0,9904489049086505
19,719;11,60834;114,962;191,7;0,990339704040371
19,731;11,613639999999998;114,88;193,2;0,9891816863618988
19,741;11,630740000000001;114,998;193,7;0,9887419029227718
19,752;11,6629;115,164;194,5;0,9874388016702537
19,763;11,72662;114,733;193,1;0,9783978674161864
19,775;11,79644;114,35;182,2;0,9693602476679404
19,785;11,87008;114,538;165,4;0,9649303121798674
19,796;11,926540000000001;114,618;152,7;0,961033124443468
19,807;11,95892;114,657;149,6;0,9587571452940566
19,818;11,996239999999998;115,019;151,2;0,9587920881876324
19,828;12,0509;115,981;154,5;0,9624260428681675
19,838;12,11856;118,195;157,8;0,9753221504865264
19,849;12,17394;120,74;159,7;0,9917906610349648
19,86;12,20138;123,447;161,9;1,011746212313689
19,87;12,16474;124,447;163,7;1,0230140553764404
19,881;12,08314;124,318;165,7;1,028855082370973
19,893;11,9847;123,825;168,5;1,0331923202082653
19,904;11,908100000000001;123,205;170,5;1,034631889218263
19,914;11,846499999999999;123,323;172,5;1,0410078926265143
19,925;11,78788;123,134;174,4;1,0445813835906033
19,936;11,709159999999999;122,678;175,8;1,047709656371593
19,947;11,55844;121,592;177,2;1,0519758721765222
19,957;11,359539999999999;120,339;177,7;1,059365079924011
19,968;11,1124;118,397;177,0;1,0654494078686874
19,979;10,8844;115,665;177,0;1,0626676711623977
19,991;10,64654;112,906;177,7;1,0604947710711652
20,001;10,434679999999998;110,012;178,4;1,0542920338716666
20,012;10,25608;107,029;180,4;1,0435663528365613
20,024;10,120519999999999;105,803;182,6;1,0454304719520342
20,033;10,00174;105,101;183,7;1,050827156074843
20,045;9,92302;104,474;185,1;1,05284479926474
20,056;9,839;103,51;185,0;1,0520378087203983
20,067;9,73188;102,478;184,4;1,0530133951507825
20,077;9,61588;101,511;184,4;1,055660012396161
20,088;9,482000000000001;100,472;185,0;1,0596076777051253
20,1;9,30428;98,958;186,4;1,06357504288349
20,111;9,106580000000001;98,07;187,9;1,0769136163082076
20,12;8,92582;97,09;189,1;1,0877431989441866
20,132;8,758080000000001;95,106;190,4;1,0859229420146879
20,143;8,62236;93,501;191,8;1,0844014863680014
20,154;8,478639999999999;92,901;193,2;1,0957063868733665
20,164;8,27374;92,775;193,7;1,1213187748225109
20,176;7,96174;93,686;193,7;1,1767025800892772
20,187;7,5779;95,537;194,5;1,2607318650285702
20,198;7,10302;97,329;195,1;1,370248147970863
20,207;6,61016;97,831;195,8;1,4800095610393698
20,218;6,078679999999999;97,141;198,4;1,598060763192009
20,23;5,56938;94,315;201,9;1,6934560040794486
20,241;5,08194;91,444;204,7;1,7993915709355088
20,251;4,69874;88,276;208,7;1,8787164218492618
20,262;4,4228;82,304;214,0;1,8609025956407708
20,273;4,2108799999999995;77,731;219,4;1,8459561896800671
20,284;4,10316;72,525;225,8;1,767540139794695
20,294;4,111420000000001;68,056;232,1;1,6552918456397054
20,305;4,2637;62,172;238,5;1,458170133921242
20,317;4,51294;51,954;244,7;1,1512229278474786
20,328;4,89476;45,395;248,8;0,9274203433876227
20,338;5,3532;40,98;236,0;0,7655234252409773
20,349;5,7935;36,802;197,5;0,6352291361008026
20,36;6,23168;34,334;163,4;0,5509589709356065
20,371;6,77396;35,035;124,8;0,5172011644591937
20,381;7,40776;36,714;88,8;0,49561540870654563
20,392;8,05196;39,831;64,8;0,49467458854738483
20,404;8,59418;46,282;40,9;0,5385272358735795
20,415;8,977319999999999;52,672;11,6;0,5867229863700971
20,424;9,14854;57,995;2,7;0,6339262876918065
20,436;9,21398;64,282;4,9;0,6976572556050697
20,447;9,23178;70,247;8,9;0,7609258452866077
20,458;9,23278;75,06;13,9;0,8129729074016709
20,468;9,275780000000001;79,601;18,9;0,8581596372488351
20,479;9,3688;83,512;24,0;0,8913841687302535
20,491;9,50792;88,029;29,6;0,9258491867832291
20,502;9,6729;91,349;34,5;0,944380692450041
20,512;9,8888;93,942;39,0;0,9499838200792816
20,523;10,10772;96,279;43,6;0,952529353800857
20,534;10,31166;98,084;48,3;0,9511950549184128
20,545;10,42364;99,151;53,2;0,951212820089719
20,555;10,43254;99,465;57,7;0,9534111539471692
20,566;10,376600000000002;99,765;63,0;0,961442090858277
20,576;10,275500000000001;99,987;67,5;0,9730621380954697
20,588;10,15354;100,143;72,7;0,9862865562158618
20,598;10,042399999999999;99,858;77,0;0,9943638970763962
20,609;9,95434;99,709;81,7;1,0016635959792413
20,62;9,896239999999999;99,936;86,2;1,0098380799172213
20,632;9,86412;100,301;90,6;1,0168266403896142
20,642;9,855879999999999;100,615;94,4;1,0208626728409842
